url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/31376518/#affiliation-1,['2019 Nov 15;'],"['Vaanathi Sundaresan', 'Giovanna Zamboni', 'Campbell Le Heron', 'Peter M Rothwell', 'Masud Husain', 'Marco Battaglini', 'Nicola De Stefano', 'Mark Jenkinson', 'Ludovica Griffanti']","Automated lesion segmentation with BIANCA: Impact of population-level features, classification algorithm and locally adaptive thresholding",2019
https://pubmed.ncbi.nlm.nih.gov/8930820/#affiliation-1,['1996 Sep;'],"['M R Brickley', 'J G Cowpe']","Performance of a computer simulated neural network trained to categorise normal, premalignant and malignant oral smears",1996
https://pubmed.ncbi.nlm.nih.gov/28420599/#affiliation-1,['2017 Apr 18;'],"['Eunjeong Park', 'Hyuk-Jae Chang', 'Hyo Suk Nam']",Use of Machine Learning Classifiers and Sensor Data to Detect Neurological Deficit in Stroke Patients,2017
https://pubmed.ncbi.nlm.nih.gov/32570374/#affiliation-1,['2020 Jun 16;'],"['Mina Bjelogrlic', 'Arnaud Robert', 'Arnaud Miribel', '\n              2\n            ', '\n              2\n            ', 'Christian Lovis', 'François Girardin']",Emerging Concepts and Applied Machine Learning Research in Patients with Drug-Induced Repolarization Disorders,2020
https://pubmed.ncbi.nlm.nih.gov/24613501/#affiliation-1,['2014 Apr;'],"['Arash Gharehbaghi', 'Thierry Dutoit', 'Per Ask', 'Leif Sörnmo']",Detection of systolic ejection click using time growing neural network,2014
https://pubmed.ncbi.nlm.nih.gov/20703698/#affiliation-1,['2012 Apr;'],['Harun Uğuz'],Detection of carotid artery disease by using Learning Vector Quantization Neural Network,2012
https://pubmed.ncbi.nlm.nih.gov/25569914/#affiliation-1,['2014;'],['Balazs Harangi'],Detection of exudates in fundus images using a Markovian segmentation model,2014
https://pubmed.ncbi.nlm.nih.gov/31087332/#affiliation-1,['2019 Jul;'],"['Johanna Uthoff', '\n              2\n            ', '\n              3\n            ', '\n              1\n            ', 'Eric A Hoffman', '\n              2\n            ', '\n              2\n            ', '\n              2\n            ', '\n              2\n            ', '\n              4\n            ', '\n              4\n            ', '\n              4\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ', '\n              4\n            ', '\n              1\n            ']",Machine learning approach for distinguishing malignant and benign lung nodules utilizing standardized perinodular parenchymal features from CT,2019
https://pubmed.ncbi.nlm.nih.gov/28473865/#affiliation-1,['2017;'],"['M M Mehdy', 'P Y Ng', 'E F Shair', 'N I Md Saleh', 'C Gomes']",Artificial Neural Networks in Image Processing for Early Detection of Breast Cancer,2017
https://pubmed.ncbi.nlm.nih.gov/31170065/#affiliation-1,['2020 Jan;'],"['Philipp Seebock', 'Thomas Schlegl', 'Hrvoje Bogunovic', 'Georg Langs']",Exploiting Epistemic Uncertainty of Anatomy Segmentation for Anomaly Detection in Retinal OCT,2020
https://pubmed.ncbi.nlm.nih.gov/31148311/#affiliation-1,['2019 Sep;'],"['Rixing Jing', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              3\n            ', 'Rongjiang Zhao', 'Le Shi', 'Hao Yan', 'Jinmin Liao', 'Chuanjun Zhuo', '\n              8\n            ', '\n              3\n            ', '\n              5\n            ', '\n              9\n            ']",Machine learning identifies unaffected first-degree relatives with functional network patterns and cognitive impairment similar to those of schizophrenia patients,2019
https://pubmed.ncbi.nlm.nih.gov/23060416/#affiliation-1,['2012;'],"['M C Barretto', 'D A Kulkarni']",A texture analysis method for detection of clustered microcalcifications on digital mammograms,2012
https://pubmed.ncbi.nlm.nih.gov/32108102/#affiliation-1,['2020 Feb 28;'],['Dean Ho'],Artificial intelligence in cancer therapy,2020
https://pubmed.ncbi.nlm.nih.gov/19059759/#affiliation-1,['2009 Jan;'],"['Manish Kakar', 'Dag Rune Olsen']",Automatic segmentation and recognition of lungs and lesion from CT scans of thorax,2009
https://pubmed.ncbi.nlm.nih.gov/29408789/#affiliation-1,['2018 Feb;'],"['Nikolas Lessmann', 'Majd Zreik', 'Bob D de Vos', 'Ivana Isgum']",Automatic Calcium Scoring in Low-Dose Chest CT Using Deep Neural Networks With Dilated Convolutions,2018
https://pubmed.ncbi.nlm.nih.gov/22255695/#affiliation-1,['2011;'],"['Herbert F Jelinek', 'Anderson Rocha', 'Siome Goldenstein']",Machine learning and pattern classification in identification of indigenous retinal pathology,2011
https://pubmed.ncbi.nlm.nih.gov/23693128/#affiliation-1,['2013 Sep;'],"['Tao Tan', 'Bram Platel', 'László Tabar', 'Nico Karssemeijer']",Computer-aided detection of cancer in automated 3-D breast ultrasound,2013
https://pubmed.ncbi.nlm.nih.gov/10048844/#affiliation-1,['1998 Dec;'],"['M G Penedo', 'M J Carreira', 'D Cabello']",Computer-aided diagnosis: a neural-network-based approach to lung nodule detection,1998
https://pubmed.ncbi.nlm.nih.gov/15291850/#affiliation-1,['2004 Aug;'],"['Ramesh Thurairaja', 'Jon McFarlane', 'Rajendra Persad']",State-of-the-art approaches to detecting early bone metastasis in prostate cancer,2004
https://pubmed.ncbi.nlm.nih.gov/19023144/#affiliation-1,['2008;'],"['Akin Ozcift', 'Arif Gulten']",Assessing effects of pre-processing mass spectrometry data on classification performance,2008
https://pubmed.ncbi.nlm.nih.gov/18650074/#affiliation-1,['2008 Sep;'],"['Murat Ceylan', 'Rahime Ceylan', 'Sadik Kara']",Application of complex discrete wavelet transform in classification of Doppler signals using complex-valued artificial neural network,2008
https://pubmed.ncbi.nlm.nih.gov/12507791/#affiliation-1,['2003 Feb;'],"['D E Maroulis', 'D K Iakovidis', 'D A Karras']",CoLD: a versatile detection system for colorectal lesions in endoscopy video-frames,2003
https://pubmed.ncbi.nlm.nih.gov/12416589/#affiliation-1,['2002 Sep;'],"['S M Chetham', 'T M Barker']",Neural networks in cardiac electrophysiological signal classification,2002
https://pubmed.ncbi.nlm.nih.gov/30102251/#affiliation-1,['2018 Sep 13;'],"['Filip Plesinger', 'Petr Nejedly', 'Josef Halamek']",Parallel use of a convolutional neural network and bagged tree ensemble for the classification of Holter ECG,2018
https://pubmed.ncbi.nlm.nih.gov/19813630/#affiliation-1,['2009 Aug;'],"['Hongbo Chen', 'Jingtian Tang']",[Feature detection of tissue lesion in HIFU based on SOM],2009
https://pubmed.ncbi.nlm.nih.gov/22084253/#affiliation-1,['2012 Jan 15;'],"['Jiarui Ding', 'Ali Bashashati', 'Arusha Oloumi', 'Thomas Zeng', 'Martin Hirst', 'Anne Condon', 'Sohrab P Shah']",Feature-based classifiers for somatic mutation detection in tumour-normal paired sequencing data,2012
https://pubmed.ncbi.nlm.nih.gov/29522171/#affiliation-1,['2018 May 1;'],"['Jasmeer P Chhatwal', '\n              2\n            ', 'Aaron P Schultz', '\n              2\n            ', '\n              1\n            ', '\n              3\n            ', 'Trey Hedden', '\n              4\n            ', '\n              1\n            ', '\n              5\n            ', 'Clifford Jack Jr', 'Beau M Ances', '\n              8\n            ', '\n              9\n            ', '\n              5\n            ', 'Bernardino Ghetti', 'Martin R Farlow', 'Adrian Danek', '\n              13\n            ', '\n              13\n            ', 'Igor Yakushev', '\n              15\n            ', '\n              14\n            ', 'Robert A Koeppe', 'Douglas R Galasko', 'Chengjie Xiong', 'Colin L Masters', 'Peter R Schofield', '\n              22\n            ', '\n              23\n            ', '\n              24\n            ', 'Ralph N Martins', 'Eric McDade', 'Nigel J Cairns', 'Virginia D Buckles', 'John C Morris', 'Randall Bateman', 'Reisa A Sperling', '\n              2\n            ', 'Dominantly Inherited Alzheimer Network']",Preferential degradation of cognitive networks differentiates Alzheimer's disease from ageing,2018
https://pubmed.ncbi.nlm.nih.gov/20411594/#affiliation-1,['2010 Apr;'],"['Defeng Wu', 'Kevin Warwick', 'Mark N Gasson', 'Song Pan']",Prediction of Parkinson's disease tremor onset using a radial basis function neural network based on particle swarm optimization,2010
https://pubmed.ncbi.nlm.nih.gov/32124588/#affiliation-1,['2020 Feb 1;'],"['Zhen Luo', 'Guilhem Fabre', 'Victor G Rodwin']",Meeting the Challenge of Diabetes in China,2020
https://pubmed.ncbi.nlm.nih.gov/7749353/#affiliation-1,['1995 Feb;'],"['J Allen', 'A Murray']",Prospective assessment of an artificial neural network for the detection of peripheral vascular disease from lower limb pulse waveforms,1995
https://pubmed.ncbi.nlm.nih.gov/31946033/#affiliation-1,['2019 Jul;'],"['Yoshihiro Todoroki', 'Lanfen Lin', 'Yen-Wei Chen']",Automatic Detection of Focal Liver Lesions in Multi-phase CT Images Using A Multi-channel & Multi-scale CNN,2019
https://pubmed.ncbi.nlm.nih.gov/29341325/#affiliation-1,['2018 Jul;'],"['Valeria Romeo', 'Simone Maurea', 'Renato Cuocolo', 'Mario Petretta', 'Pier Paolo Mainenti', 'Francesco Verde', 'Milena Coppola', ""Serena Dell'Aversana"", 'Arturo Brunetti']",Characterization of Adrenal Lesions on Unenhanced MRI Using Texture Analysis: A Machine-Learning Approach,2018
https://pubmed.ncbi.nlm.nih.gov/29577322/#affiliation-1,['2018 Nov;'],"['Shamik Mascharak', 'Brandon J Baird', 'F Christopher Holsinger']","Detecting oropharyngeal carcinoma using multispectral, narrow-band imaging and machine learning",2018
https://pubmed.ncbi.nlm.nih.gov/31946806/#affiliation-1,['2019 Jul;'],['Parisa Tahafchi'],Freezing-of-Gait Detection Using Wearable Sensor Technology and Possibilistic K-Nearest-Neighbor Algorithm,2019
https://pubmed.ncbi.nlm.nih.gov/31115734/#affiliation-1,['2019 May 21;'],"['Tishya Manna', 'Aleena Swetapadma', 'Moloud Abdar']",Decision Tree Predictive Learner-Based Approach for False Alarm Detection in ICU,2019
https://pubmed.ncbi.nlm.nih.gov/31535296/#affiliation-1,['2019 Dec;'],"['Ran Liu', '\n              2\n            ', '\n              1\n            ', '\n              2\n            ', '\n              2\n            ', '\n              2\n            ', '\n              3\n            ']",Automated Detection of Vulnerable Plaque for Intravascular Optical Coherence Tomography Images,2019
https://pubmed.ncbi.nlm.nih.gov/21801750/#affiliation-1,['2011 Sep 30;'],"['Dmitry Lagun', 'Cecelia Manzanares', 'Elizabeth A Buffalo']",Detecting cognitive impairment by eye movement analysis using automatic classification algorithms,2011
https://pubmed.ncbi.nlm.nih.gov/32329274/#affiliation-1,['2020 Apr 25;'],"['Feng Qin', 'Jiuhong Yuan']",[Research status and trend of artificial intelligence in the diagnosis of urinary diseases],2020
https://pubmed.ncbi.nlm.nih.gov/31946641/#affiliation-1,['2019 Jul;'],"['Dimitrios Iakovakis', 'Dhaval Trivedi', 'Leontios J Hadjileontiadis', 'Vasileios Charisis', 'Zoe Katsarou', 'Simone Mayer', 'Sofia B Dias']",Early Parkinson's Disease Detection via Touchscreen Typing Analysis using Convolutional Neural Networks,2019
https://pubmed.ncbi.nlm.nih.gov/9551650/#affiliation-1,['1998 Feb;'],"['P Lasch', 'D Naumann']",FT-IR microspectroscopic imaging of human carcinoma thin sections based on pattern recognition techniques,1998
https://pubmed.ncbi.nlm.nih.gov/26619286/#affiliation-1,['2015 Nov 30;'],"['Badri Padhukasahasram', 'Chandan K Reddy', 'Albert M Levin', 'Esteban G Burchard', '\n              5\n            ', '\n              1\n            ']",Powerful Tests for Multi-Marker Association Analysis Using Ensemble Learning,2015
https://pubmed.ncbi.nlm.nih.gov/11309760/#affiliation-1,['2001 Apr 15;'],"['J E Dayhoff', 'J M DeLeo']",Artificial neural networks: opening the black box,2001
https://pubmed.ncbi.nlm.nih.gov/24699716/#affiliation-1,['2014 Apr 3;'],"['José Fernando García Molina', 'Lei Zheng', 'Metin Sertdemir', 'Dietmar J Dinter', 'Stefan Schönberg', 'Matthias Rädle']",Incremental learning with SVM for multimodal classification of prostatic adenocarcinoma,2014
https://pubmed.ncbi.nlm.nih.gov/31739125/#affiliation-1,['2020 Feb;'],"['Alberto Stefano Tagliafico', 'Michele Piana', 'Daniela Schenone', 'Rita Lai', 'Anna Maria Massone', 'Nehmat Houssami']",Overview of radiomics in breast cancer diagnosis and prognostication,2020
https://pubmed.ncbi.nlm.nih.gov/30908513/#affiliation-1,['2019 Mar 25;'],"['Xu Zhang', 'Fei Chen', '\n              3\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              1\n            ', '\n              2\n            ', 'Liangjing Wang', '\n              3\n            ', '\n              1\n            ', '\n              2\n            ']",Real-time gastric polyp detection using convolutional neural networks,2019
https://pubmed.ncbi.nlm.nih.gov/16703725/#affiliation-1,['2006 Jan;'],"['A Rodríguez Alonso', 'S Pértega Díaz', 'S Pita Feŕnandez', 'M A Cuerpo Pérez']",[The utility of artificial neural networks in the prediction of prostate cancer on transrectal biopsy],2006
https://pubmed.ncbi.nlm.nih.gov/24548898/#affiliation-1,['2014 Apr;'],"['M Usman Akram', 'Anam Tariq', 'Shoab A Khan', 'M Younus Javed']",Automated detection of exudates and macula for grading of diabetic macular edema,2014
https://pubmed.ncbi.nlm.nih.gov/28325451/#affiliation-1,['2017 Apr;'],"['Jin Tae Kwak', 'Stephen M Hewitt']",Multiview boosting digital pathology analysis of prostate cancer,2017
https://pubmed.ncbi.nlm.nih.gov/28767372/#affiliation-1,['2018 Jan;'],['Tuan D Pham'],Texture Classification and Visualization of Time Series of Gait Dynamics in Patients With Neuro-Degenerative Diseases,2018
https://pubmed.ncbi.nlm.nih.gov/31999169/#affiliation-1,['2020 May;'],"['Stephanie Reeves', 'Victoria Williams', 'Francisco M Costela', 'Rocco Palumbo', 'Olivia Umoren', 'Mikaila M Christopher', 'Deborah Blacker', 'Russell L Woods']",Narrative video scene description task discriminates between levels of cognitive impairment in Alzheimer's disease,2020
https://pubmed.ncbi.nlm.nih.gov/32699281/#affiliation-1,['2020 Jul 22;'],"['Shen Wang', 'Yuyuan Zhou', 'Xiaochen Qin', 'Suresh Nair', 'Xiaolei Huang', 'Yaling Liu', '\n              6\n            ']",Label-free detection of rare circulating tumor cells by image analysis and machine learning,2020
https://pubmed.ncbi.nlm.nih.gov/22675726/#affiliation-1,['2012 Apr;'],"['Purwanto', 'Chikkannan Eswaran', 'Abdul Rashid Abdul Rahman']",Prediction models for early risk detection of cardiovascular event,2012
https://pubmed.ncbi.nlm.nih.gov/1640750/#affiliation-1,['1992 Jan;'],"['Y Suzuki', 'K Ono']",Personal computer system for ECG ST-segment recognition based on neural networks,1992
https://pubmed.ncbi.nlm.nih.gov/8646706/#affiliation-1,['1996 Jul 1;'],"['M R Kok', 'M E Boon']",Consequences of neural network technology for cervical screening: increase in diagnostic consistency and positive scores,1996
https://pubmed.ncbi.nlm.nih.gov/21718788/#affiliation-1,['2011 Sep 15;'],"['Andrea Chincarini', 'Paolo Bosco', 'Gianluca Gemme', 'Chiara Olivieri', 'Sandro Squarcia', 'Roberto Bellotti', 'Ivan De Mitri', 'Flavio Nobili']",Local MRI analysis approach in the diagnosis of early and prodromal Alzheimer's disease,2011
https://pubmed.ncbi.nlm.nih.gov/12594724/#affiliation-1,['2003 Mar;'],"['Angelina A Tzacheva', 'Kayvan Najarian']",Breast cancer detection in gadolinium-enhanced MR images by static region descriptors and neural networks,2003
https://pubmed.ncbi.nlm.nih.gov/29315361/#affiliation-1,['2018 Feb 1;'],"['Merle C Hoenig', 'Gérard N Bischof', '\n              2\n            ', '\n              3\n            ', '\n              1\n            ', '\n              2\n            ', 'Özgür A Onur', '\n              4\n            ', '\n              5\n            ', 'Klaus Fliessbach', '\n              7\n            ', '\n              8\n            ', 'Gereon R Fink', '\n              4\n            ', '\n              1\n            ', '\n              4\n            ', 'Alexander Drzezga', '\n              6\n            ']",Networks of tau distribution in Alzheimer's disease,2018
https://pubmed.ncbi.nlm.nih.gov/18065845/#affiliation-1,['2007 Dec 21;'],"['Alan D Fleming', 'Sam Philip', 'Graeme J Williams', 'Peter F Sharp']",Automated detection of exudates for diabetic retinopathy screening,2007
https://pubmed.ncbi.nlm.nih.gov/31402721/#affiliation-1,['2019 Oct;'],"['Lei Geng', '\n              2\n            ', '\n              1\n            ', 'Jun Tong', '\n              2\n            ', 'Zhitao Xiao', '\n              2\n            ']",Lung segmentation method with dilated convolution based on VGG-16 network,2019
https://pubmed.ncbi.nlm.nih.gov/32315588/#affiliation-1,['2020 Apr 29;'],"['Mark Gluzman', 'Jacob G Scott', 'Alexander Vladimirsky']",Optimizing adaptive cancer therapy: dynamic programming and evolutionary game theory,2020
https://pubmed.ncbi.nlm.nih.gov/31270634/#affiliation-1,['2019 Jul 3;'],"['Vinod Jagannath Kadam', 'Shivajirao Manikrao Jadhav', 'K Vijayakumar']",Breast Cancer Diagnosis Using Feature Ensemble Learning Based on Stacked Sparse Autoencoders and Softmax Regression,2019
